,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
560,206957,Bright Modern Charming Housebarge,1018472,Angus,Brooklyn,Sheepshead Bay,40.58422,-73.94079,Entire home/apt,70,4,128,2016-11-15,1.34,2,90
566,212109,2-bedroom share in heart of Greenwich Village!,666271,Susan,Manhattan,West Village,40.73854,-74.00820999999999,Private room,80,90,9,2019-06-30,0.2,1,338
571,214917,New Clean Spacious Bed & Breakfast,1109658,Carmel,Staten Island,Emerson Hill,40.60742,-74.14388000000001,Private room,80,2,2,2018-02-08,0.05,1,158
572,215560,"Sunny, calm room in Victorian home",1112560,Mary,Brooklyn,Bedford-Stuyvesant,40.68741,-73.95741,Private room,79,3,152,2019-06-25,1.6,3,192
573,215784,Modern Unique Studio in NYC,864735,Jason,Queens,Long Island City,40.75627,-73.9211,Entire home/apt,95,30,24,2019-03-31,0.25,8,358
576,218358,Your Haven in the Upper West Side,1129218,Orlando,Manhattan,Harlem,40.8078,-73.95208000000001,Private room,80,7,19,2019-06-03,0.35,1,285
582,220351,THE BEST DEAL ON THE HUDSON RIVER!!,921500,Boubacar And Pattee,Manhattan,Harlem,40.82748,-73.95153,Private room,55,4,99,2019-02-28,1.04,1,260
583,220563,Lovely HUGE Master Bed + Study,918087,Kestrel,Brooklyn,Bedford-Stuyvesant,40.68634,-73.95088,Private room,75,3,59,2017-01-05,0.62,3,0
591,224004,Artsy Loft-like Harlem Apartment,1165231,Deirdre,Manhattan,Harlem,40.80486,-73.95298000000001,Private room,69,1,59,2018-10-26,0.63,2,86
595,225306,Charming room in Victorian home,1112560,Mary,Brooklyn,Bedford-Stuyvesant,40.687490000000004,-73.95494000000001,Private room,79,3,115,2019-07-05,1.21,3,264
598,225976,Sunny cozy multileveled apartment!,1177947,Marina,Staten Island,Shore Acres,40.61077,-74.06824,Entire home/apt,75,6,76,2019-06-13,0.8,1,278
600,227715,ROOM WITH KITCHENETTE #2,209460,Marylyn,Brooklyn,Bedford-Stuyvesant,40.67855,-73.94949,Entire home/apt,80,3,234,2019-06-30,2.47,4,308
607,229367,COMFY ROOM/COFFEE AND BAGEL/WEEKLY DISCOUNT,1097545,Carol,Manhattan,East Village,40.72645,-73.98035,Private room,89,1,278,2019-07-03,2.95,3,192
609,230321,Apt with EmpireState view-Subway around the corner,1203500,Civan,Brooklyn,Bedford-Stuyvesant,40.690459999999995,-73.95167,Entire home/apt,80,2,35,2019-06-09,0.4,1,36
612,230956,Wonderfully inviting East Village,1207399,Mark,Manhattan,East Village,40.727090000000004,-73.98274,Private room,90,1,109,2015-10-02,1.15,1,333
617,233638,rooms for rent in Queens with piano,1012895,Melody,Queens,Ridgewood,40.70163,-73.90867,Private room,55,1,19,2018-07-31,0.25,1,311
620,234870,Private Room With GREAT Location,1229984,John,Queens,Long Island City,40.74581,-73.95295,Private room,75,30,65,2017-07-31,0.74,3,219
631,239733,Astoria Garden Suite,1256874,Nancy,Queens,Ditmars Steinway,40.776790000000005,-73.91686999999999,Entire home/apt,75,28,49,2019-06-26,0.53,1,313
634,239883,Private Room in Fort Green BK close to city,136962,Li,Brooklyn,Fort Greene,40.68501,-73.97019,Private room,85,5,124,2019-05-25,1.32,1,69
635,239899,Spacious & Charming by Prospect Pk,1258363,Todd,Brooklyn,Prospect-Lefferts Gardens,40.66068,-73.96003,Entire home/apt,80,21,5,2018-12-19,0.12,1,0
636,240800,Private Room Near Brooklyn Museum ,1263176,Joseph,Brooklyn,Prospect Heights,40.67722,-73.96542,Private room,55,1,147,2019-06-30,1.57,1,293
644,245504,One Fabulous Private Room,714200,Baron,Manhattan,Inwood,40.85888,-73.92886,Private room,71,4,229,2019-06-21,2.45,1,26
648,246134,"Lovely, Large Room in Crown Heights",283604,Shelley,Brooklyn,Crown Heights,40.67607,-73.94421,Private room,85,3,5,2016-10-02,0.05,1,281
650,246916,Quality Cozy Studio Next to Subway,3647,Rafael,Queens,Elmhurst,40.7347,-73.88065999999999,Entire home/apt,79,4,60,2019-06-25,0.64,2,297
667,253332,"Spacious, modern loft in awesome neighborhood",552343,Cynthia,Brooklyn,Sunset Park,40.6623,-73.99049000000001,Entire home/apt,96,120,13,2018-09-01,0.14,1,204
671,253548,Well Kept  Private Room around  Brighton  Beach,1331493,Olia,Brooklyn,Brighton Beach,40.58147,-73.96726,Private room,69,1,2,2015-06-25,0.04,1,303
673,253623,Chez Carine - Privacy in Manhattan,1332108,Cici,Manhattan,Harlem,40.81512,-73.94691999999999,Private room,81,2,72,2018-11-26,0.77,1,0
683,254131,"Read it 1st, A seprat fur BR, low $",1267021,Sharma,Queens,Jackson Heights,40.74965,-73.89344,Private room,54,5,56,2019-07-06,0.66,3,365
687,255476,"The BLUE OWL:
VEGETARIAN WBURG W PATIO & BACKYARD!",1302029,Bree,Brooklyn,Williamsburg,40.7116,-73.9529,Private room,89,30,30,2019-05-31,0.8,1,91
690,256078,"Entire apt NYC, Queens. 15 min from Times Square.",1346437,Cristina,Queens,Sunnyside,40.74511,-73.92398,Entire home/apt,80,10,81,2019-05-31,0.98,2,40
692,256369,Alchemy BnB - room in artist loft,1348494,Pamela,Brooklyn,Cobble Hill,40.68946,-73.99385,Private room,98,4,216,2019-07-01,2.31,1,288
695,257787,Heart of Williamsburg. Brand New.,1356046,Daniel,Brooklyn,Williamsburg,40.714079999999996,-73.9489,Private room,64,3,247,2019-06-21,2.65,2,117
698,258686,My Home Is Your Home,1233267,Kim,Queens,St. Albans,40.70554,-73.76637,Private room,75,4,20,2015-12-30,0.23,1,0
701,258740,Spacious room in beautiful apt! ,1360043,Adrienne,Manhattan,Harlem,40.81872,-73.94566999999999,Private room,58,1,143,2018-06-30,2.83,1,0
705,260451,Fort Greene brownstone 1BR- SUBLET,52335,Alexander,Brooklyn,Fort Greene,40.69142,-73.97203,Entire home/apt,70,7,4,2017-08-28,0.05,2,0
710,261674,Chelsea/West Village - 2bdrm apt,1372786,Lindsey,Manhattan,Chelsea,40.74025,-74.00161,Private room,95,5,20,2017-04-01,0.33,1,0
713,262405,Spacious Townhome Apt in Brooklyn,1376778,Wade,Brooklyn,East Flatbush,40.64468,-73.94219,Entire home/apt,92,4,54,2019-06-24,0.62,1,27
714,262478,Chic + Stylish room in heart of LowerEastSide NYC!,535128,Juliana,Manhattan,Lower East Side,40.7193,-73.98966,Private room,80,5,10,2018-12-31,0.46,1,348
717,263190,Room in East Village with Private Entrance,1020539,Dominique,Manhattan,East Village,40.72534,-73.98591,Private room,88,2,69,2019-01-01,0.91,2,0
720,263776,City Skyline Views from every room!,1384111,Joanne,Queens,Sunnyside,40.74558,-73.92324,Private room,73,2,95,2019-01-02,1.02,2,0
722,264323,Comfortable Manhattanville,305972,Allan,Manhattan,Morningside Heights,40.81055,-73.95549,Private room,85,7,171,2019-03-31,1.84,2,144
723,265036,Private room w/ queen bed + rooftop,21188,Leo,Brooklyn,Crown Heights,40.6711,-73.95231,Private room,99,2,20,2019-06-09,0.59,1,98
735,267376,BIG ROOM / DOWNTOWN  LOFT /,638721,Fred,Manhattan,Financial District,40.707409999999996,-74.00102,Private room,65,30,10,2019-06-24,1.02,1,0
736,267435,Large Sunny Bedroom in QNS NYC,1402454,Jocelin,Queens,Rego Park,40.73349,-73.86009,Private room,55,1,38,2019-07-01,0.85,1,0
738,267652,Private clean pleasant spacious room.,164675,Janice,Brooklyn,Kensington,40.64277,-73.97296,Private room,60,2,20,2019-01-21,0.42,1,347
739,267708,"Charming Hotel Alternative
Mount Sinai",661399,Vivianne,Manhattan,East Harlem,40.791109999999996,-73.94466,Private room,99,3,25,2019-06-15,0.96,2,127
744,269889,One stop from Midtown Manhattan!,1413098,M,Queens,Long Island City,40.74579,-73.95012,Private room,96,2,244,2019-06-25,2.74,1,270
746,270231,Cozy New York  City private room,1366310,Janina,Queens,Woodside,40.74409,-73.91122,Private room,85,2,270,2019-07-07,2.95,2,306
750,270681,BEDFORD AV.  ROOM IN WILLIAMSBURG..,1315849,Javier Pedraza,Brooklyn,Williamsburg,40.71028,-73.96128,Private room,75,2,5,2015-09-07,0.06,2,365
751,271083,Sleep & Wake near Botanical Gardens,1217923,Kevin,Brooklyn,Prospect-Lefferts Gardens,40.65772,-73.96131,Entire home/apt,93,4,115,2019-06-12,1.25,1,312
752,271128,Tranquil in the heart of Brooklyn 2,1417166,Lex,Brooklyn,Bedford-Stuyvesant,40.68884,-73.95059,Private room,60,5,9,2019-06-25,0.19,2,33
753,271130,Tranquil in the heart of Brooklyn 1,1417166,Lex,Brooklyn,Bedford-Stuyvesant,40.6865,-73.95371999999999,Private room,65,5,45,2019-05-26,0.52,2,0
757,272026,1 Bd. MANHATTAN NY Entire Apt. 1 yr-6 months min.,1423613,Arthur,Manhattan,Washington Heights,40.85774,-73.92900999999999,Entire home/apt,56,122,20,2018-01-02,0.41,1,216
759,272427,Spacious room on charming block in Greenpoint!,511993,Diana,Brooklyn,Greenpoint,40.72723,-73.95728000000001,Private room,60,4,6,2019-04-21,0.07,1,303
760,272706,"SUNNY, SPACIOUS APT. in  FT. GREENE",1402817,Valerie,Brooklyn,Fort Greene,40.69135,-73.97321,Entire home/apt,88,5,7,2017-06-18,0.08,1,0
761,272738,Guest Room in Authentic Williamsburg Factory Loft,1427381,Elizabeth,Brooklyn,Williamsburg,40.70513,-73.95505,Private room,60,2,35,2019-06-30,0.38,2,161
764,274062,Beautiful Room Near Central Park!,1433395,Stacia,Manhattan,Harlem,40.80285,-73.95166,Private room,99,2,54,2019-06-24,0.88,1,50
771,276482,Comfortable Manhattanville.,305972,Allan,Manhattan,Harlem,40.81371,-73.95585,Private room,85,6,130,2019-06-02,1.42,2,97
772,277207,Beautiful lrg 1800's syle apt share,1447684,Rosa,Brooklyn,Greenpoint,40.72868,-73.95835,Private room,75,7,15,2019-06-08,0.25,3,365
774,277883,Sunny Entire Apt with Romantic Bedroom,950657,Michelle,Brooklyn,Prospect-Lefferts Gardens,40.656890000000004,-73.9533,Entire home/apt,70,6,58,2017-12-29,0.63,1,0
778,278876,"Large, furnished room in a 2 bedroom!",368528,Ally,Brooklyn,Crown Heights,40.66984,-73.95141,Private room,64,1,1,2017-03-18,0.04,1,0
786,282341,Kensington/Ditmas Park pied-a-terre,1471384,Dan,Brooklyn,Kensington,40.6433,-73.97386,Entire home/apt,90,30,3,2017-07-30,0.05,1,286
787,282443,QT STUDIO FOR ROMANTIC COUPLES,36897,Lydia,Manhattan,Chinatown,40.71601,-73.99123,Entire home/apt,90,3,107,2019-05-18,1.17,1,0
788,282514,"Own Room & Bath, Sunny Town House, 18"" to Wall St",1464358,Dian,Brooklyn,Bedford-Stuyvesant,40.681059999999995,-73.9292,Private room,97,3,29,2019-06-25,1.57,1,118
789,282863,Cozy & Charming Boerum Hill Flat,322934,Kate,Brooklyn,Gowanus,40.681309999999996,-73.98879000000001,Entire home/apt,91,6,69,2019-06-21,0.76,1,265
791,283072,One bedroom sharing Bathroom,1474637,Eliza,Brooklyn,Cypress Hills,40.67889,-73.86404,Private room,75,7,0,,,1,0
796,284208,Pre War Park Slope on Prospect Park,1366270,Louisa,Brooklyn,South Slope,40.66441,-73.97974,Private room,65,4,36,2018-11-12,0.47,2,80
802,286838,Private Room in Brownstone,1492339,Karin,Manhattan,Harlem,40.80748,-73.95589,Private room,75,2,101,2015-10-31,1.1,1,0
815,289958,2 Rooms in Cottage NYC,1454655,Ronaldo,Queens,Long Island City,40.75295,-73.93228,Private room,65,2,5,2014-09-09,0.06,1,362
820,291812,"Entire Apartment in Astoria, 15mins from Manhattan",1509416,Natalia,Queens,Astoria,40.76856,-73.91828000000001,Entire home/apt,70,5,1,2016-08-30,0.03,1,0
821,292047,Gorgeous pvt room in West Village,1490696,Alejandra,Manhattan,West Village,40.73908,-74.00378,Private room,90,3,209,2019-07-04,2.38,1,236
838,295231,"Sunny, clean br available",1387286,Felicia,Brooklyn,Williamsburg,40.709179999999996,-73.94881,Private room,60,7,1,2014-03-24,0.02,2,0
839,295379,Have Whole Apt! Prime Williamsburg!,1525761,Ric,Brooklyn,Williamsburg,40.71685,-73.96573000000001,Entire home/apt,85,1,73,2019-06-19,0.89,1,0
841,296345,E Williamsburg Apartment with Yard,496164,Todd,Brooklyn,Williamsburg,40.71143,-73.94159,Private room,75,2,98,2019-05-31,1.07,2,264
842,296361,Nice Private Room Beauty in Queens,1528912,Weiwei,Queens,Elmhurst,40.736999999999995,-73.87444,Private room,55,1,63,2019-05-18,0.89,2,341
844,296717,"Cozy Corner, Bedford Ave  Brooklyn!",1530310,Jacques,Brooklyn,Bedford-Stuyvesant,40.68855,-73.95405,Private room,55,5,18,2018-10-10,0.2,3,0
847,297962,"Private room in 2 br Apt, Wburg, BK",1535987,Sergio,Brooklyn,Williamsburg,40.706379999999996,-73.96627,Private room,70,1,2,2018-01-02,0.05,1,363
849,298759,Large Double Room  Queenbed Wifi,1539749,Edward,Brooklyn,Bedford-Stuyvesant,40.68622,-73.94675,Private room,52,2,93,2019-07-07,1.12,4,0
850,298854,"Low$pacious in Williamsburg, Bklyn",1412944,Jason,Brooklyn,Williamsburg,40.71635,-73.94609,Private room,75,3,0,,,1,358
856,302057,Sunny private room featured in film,1555897,Alice,Brooklyn,Flatbush,40.64387,-73.96855,Private room,75,2,158,2019-01-02,1.77,1,168
858,303345,The best studio in town,1561505,Ibrahima,Manhattan,East Harlem,40.79596,-73.94463,Entire home/apt,90,3,51,2019-05-04,0.57,1,311
863,306799,2 rooms; private entrance & bath!,1577961,Oona,Brooklyn,Bushwick,40.70793,-73.91986999999999,Private room,65,5,123,2019-02-28,1.42,1,46
864,309342,Giant Sunny Bedroom & Private Bath in my Apartment,1586945,Ben,Manhattan,Upper West Side,40.790440000000004,-73.97513000000001,Private room,99,3,14,2015-08-19,0.22,1,365
866,310272,"Private Room in Artist's Home, Stapleton, SI",1390555,Jonathan,Staten Island,Clifton,40.62318,-74.07848,Private room,59,1,50,2019-06-03,0.56,1,352
867,310325,Large Sunny Bedroom with Bay Window,745069,Kimberly,Manhattan,Harlem,40.82286,-73.94596,Private room,75,3,33,2019-06-10,0.39,3,301
868,310338,Harlem/Hamilton Heights Sunny Room,745069,Kimberly,Manhattan,Harlem,40.82451,-73.94457,Private room,75,3,30,2019-01-01,0.35,3,322
869,310524,Clinton Hill Duplex near Pratt w/Balcony!,1597481,Mary,Brooklyn,Bedford-Stuyvesant,40.69348,-73.95926999999999,Private room,75,3,13,2019-01-31,0.15,1,298
872,311343,COMFORTABLE ROOM,1601664,Junior,Manhattan,East Harlem,40.79107,-73.94381,Private room,86,3,216,2019-05-14,2.44,1,250
873,311356,Charming Ridgewood Soulful  Walk-Up,142147,Richard,Queens,Ridgewood,40.70215,-73.91139,Private room,52,2,98,2019-05-01,1.09,1,326
875,313890,2ND AVENUE OFF HOUSTON/LOFTLIKE STU,1613244,Ariel,Manhattan,Lower East Side,40.72209,-73.99274,Entire home/apt,99,30,13,2019-04-23,0.34,9,289
876,314982,Share in NYC's trendy East Village,1617817,Chris,Manhattan,East Village,40.73171,-73.98716999999999,Private room,89,3,136,2019-07-01,1.52,1,193
879,317905,Come and go as  you please in BKLN!,1631733,Jane,Brooklyn,Kensington,40.64354,-73.97776999999999,Entire home/apt,89,3,62,2019-01-02,0.71,1,189
882,319724,Cozy Nook in Heart of Williamsburg,1639120,Jason,Brooklyn,Williamsburg,40.71394,-73.96266999999999,Private room,59,3,207,2019-06-16,2.29,2,284
884,319844,Cute Room in Historic Loft!,1639884,Nora,Brooklyn,Greenpoint,40.73028,-73.95926999999999,Private room,79,14,22,2019-05-02,0.25,1,268
891,322604,Artist Loft-McCarren Park-Williamsburg-BrooklynNYC,1651591,Todd,Brooklyn,Williamsburg,40.71819,-73.95414,Private room,95,2,160,2019-07-02,1.8,2,79
894,324115,Large Master Bedroom - Williamsburg,1639120,Jason,Brooklyn,Williamsburg,40.713359999999994,-73.96191999999999,Private room,75,2,219,2019-06-19,2.44,2,277
907,329385,"HOSTING YOUR COZY,  ECLECTIC MILIEU FOR NYC VISIT",312288,Paula,Manhattan,Inwood,40.86658,-73.92558000000001,Private room,87,7,46,2019-05-25,0.62,2,310
908,333189,Charming private room in New-York,1697784,Jonathan,Brooklyn,Williamsburg,40.71179,-73.96449,Private room,79,4,42,2019-06-24,0.47,2,52
909,333323,Cozy bedroom near Times Square,1698391,Pat,Manhattan,Hell's Kitchen,40.76186,-73.99165,Private room,75,2,118,2019-07-01,2.11,3,312
911,334781,Queen size sofa bed in Harlem,547177,Chryslaine,Manhattan,Harlem,40.82772,-73.93876999999999,Private room,80,1,15,2019-06-24,0.21,1,329
917,341525,TIMES SQUARE MASTER BEDROOM!,1732559,J,Manhattan,Hell's Kitchen,40.75763,-73.99481999999999,Private room,95,6,62,2019-06-01,0.76,2,80
918,341982,"Lincoln Center Studio, Clean&Sunny!",483013,Yj,Manhattan,Upper West Side,40.77577,-73.98258,Entire home/apt,99,2,36,2015-08-23,0.45,1,0
921,342995,Unique private room and bathroom in Brownstone,1740216,Laura,Manhattan,Harlem,40.811690000000006,-73.94355,Private room,75,2,77,2019-07-01,0.88,2,144
922,343276,TIMES SQUARE HOUSE!,1732559,J,Manhattan,Hell's Kitchen,40.75782,-73.99349000000001,Private room,95,5,110,2019-05-26,1.27,2,43
923,343971,Beautiful Room in a Beautiful New NYC Apartment,10609846,Ben,Manhattan,Harlem,40.83177,-73.95,Private room,89,1,56,2018-07-16,0.64,1,365
926,344092,"Heavy Sun, Quiet, Arty 1 Bedroom",1745402,Tony,Brooklyn,Sunset Park,40.64372,-74.02065999999999,Entire home/apt,70,18,19,2016-07-13,0.22,1,0
935,352651,COMFORTABLE LARGE ROOM,1785800,Marvet,Brooklyn,Prospect-Lefferts Gardens,40.65846,-73.95057,Private room,77,5,11,2019-06-23,0.13,3,365
936,352864,Cute Private room in Upper East Side #14,1786901,Shai,Manhattan,Upper East Side,40.78164,-73.94717,Private room,60,3,5,2019-06-29,1.47,9,0
939,355106,Big room near Prospect Park! NY!,1797859,Camila,Brooklyn,Prospect-Lefferts Gardens,40.66039,-73.95936999999999,Private room,92,7,34,2019-04-07,0.39,1,332
942,359982,Sunny private room right off L train,1631288,Kay,Brooklyn,Williamsburg,40.70712,-73.94013000000001,Private room,65,4,30,2019-04-13,0.34,1,139
947,364275,Den of Zen at The Denizen Bushwick,1840564,Rico,Brooklyn,Williamsburg,40.70507,-73.9353,Private room,72,3,156,2019-07-04,1.8,1,110
948,364785,Sunny large private room in Park Slope,1842714,Susan,Brooklyn,Park Slope,40.67962,-73.97655,Private room,80,2,30,2018-12-29,0.74,1,0
951,369411,"ingefära hus! Private room Williamsburg, Brooklyn",179679,Ginger,Brooklyn,Williamsburg,40.71148,-73.95573,Private room,94,2,272,2019-06-27,3.18,3,22
952,369567,Private MasterBR w/ View of Museum,1863447,Luke,Brooklyn,Prospect Heights,40.67425,-73.96514,Private room,56,3,63,2019-01-01,0.82,1,0
956,374548,Sunny Retreat with Roof Garden,1884204,Mark,Brooklyn,Bedford-Stuyvesant,40.685340000000004,-73.93433,Entire home/apt,85,5,268,2019-07-02,3.04,2,202
965,385657,Beautiful Loft/10 min to Manhattan!,1930204,Sophia,Brooklyn,Williamsburg,40.704,-73.93285,Private room,70,5,2,2015-05-15,0.02,1,0
970,387324,Cozy Room in Sunny Apartment (Long/Short Term),1828506,Yogi,Manhattan,Kips Bay,40.74238,-73.98122,Private room,74,240,15,2018-09-04,0.17,1,90
972,387666,Cozy home in vibrant Manhattan,1939728,Michael & Aleksandra,Manhattan,Washington Heights,40.834340000000005,-73.94027,Private room,99,3,4,2019-03-04,0.41,1,335
974,389482,Quaint & Quiet in Queens,1947974,Constance F.,Queens,Briarwood,40.71151,-73.81560999999999,Private room,75,1,59,2018-11-09,0.69,2,0
981,394026,ArtistLoft-MccarenPark-Williamsburg,1651591,Todd,Brooklyn,Greenpoint,40.720490000000005,-73.95221,Private room,90,2,2,2018-10-08,0.02,2,89
982,394111,"Beautiful Bedrooms in Briarwood, NY",1947974,Constance F.,Queens,Briarwood,40.710679999999996,-73.81577,Private room,75,1,16,2017-01-01,0.18,2,189
987,397420,New York Host who knows The Most,1985717,Darktalia,Manhattan,Harlem,40.82703,-73.94311,Private room,85,3,6,2017-09-05,0.07,1,363
990,399946,Light Superhosted Chill LES Apt,1996265,David,Manhattan,Lower East Side,40.72123,-73.98996,Private room,90,10,67,2019-05-16,0.77,1,301
992,400466,"Bright Brooklyn Flat w/Park Views, 30 day minimum",1985759,Esther,Brooklyn,Prospect-Lefferts Gardens,40.660090000000004,-73.96236999999999,Entire home/apt,90,30,32,2016-10-11,0.37,1,50
1000,404923,Private Garden Entry,2017752,Jeruschka,Brooklyn,Windsor Terrace,40.647909999999996,-73.97904,Entire home/apt,88,3,243,2019-06-24,2.75,1,217
1005,407469,BROWNSTONE TWO IN BROOKLYN in NYC,2015914,Majar,Brooklyn,Bushwick,40.68979,-73.91660999999999,Private room,75,3,112,2019-05-26,1.28,8,330
1010,409666,"1 bdr apt, sunny & artsy, 4 min walk to the beach",405225,Olga,Brooklyn,Brighton Beach,40.5781,-73.95455,Entire home/apt,75,2,8,2016-09-18,0.1,1,2
1015,412180,"Morocco in Brooklyn with the flyest loft, Amazing!",2051961,Kim,Brooklyn,Bedford-Stuyvesant,40.69321,-73.9442,Entire home/apt,95,5,9,2018-09-03,0.1,1,0
1021,416557,"All Charm: Lush Garden, Huge Kitchen + Quiet",2714164,Jasmine,Brooklyn,Greenpoint,40.722120000000004,-73.94389,Entire home/apt,87,6,39,2019-03-13,0.47,2,258
1024,419373,Stylish Loft w/Lovely Backyard,2085639,Eada,Brooklyn,Bedford-Stuyvesant,40.68838,-73.94193,Entire home/apt,90,2,206,2019-06-30,2.4,1,236
1027,422040,Gorgeous ! Best Location in NYC !,1090764,Lynda,Manhattan,Upper West Side,40.77995,-73.98342,Private room,99,30,27,2017-08-11,0.31,1,189
1029,424667,Luxury room + En-suite bath in Times Sq/Midtown W,2111060,Jj,Manhattan,Hell's Kitchen,40.76291,-73.99202,Private room,99,1,134,2019-04-02,1.54,1,265
1034,428226,Bright & Vibrant- The BK experience,2128778,Rachael,Brooklyn,Crown Heights,40.67436,-73.956,Private room,55,2,62,2019-05-11,0.71,2,57
1035,430427,"Very clean, quiet bedroom available",820046,Elaine,Manhattan,Washington Heights,40.83559,-73.94095,Private room,60,2,13,2017-01-31,0.15,1,0
1041,433914,1 Bedroom Apt - Close to JFK & City,1906804,Terrance,Brooklyn,East New York,40.65408,-73.87883000000001,Entire home/apt,70,4,40,2019-06-17,0.46,1,273
1049,436824,Room in Harlem,200243,Laetitia,Manhattan,Harlem,40.827259999999995,-73.9444,Private room,58,1,17,2019-04-27,0.31,2,289
